v5 Gene Model ID	v4 Gene Model ID	v3 Gene Model ID	Gene Symbol	Full Name
Zm00001eb222830	Zm00001d014150	GRMZM2G126988	ss6	starch synthase6
Zm00001eb016460		GRMZM2G018229	ssf1	suppressor of SWI4 1
Zm00001eb379210		GRMZM2G066862	ssl1	short and sparse lateral roots1
Zm00001eb205790	Zm00001d053643	GRMZM2G090935	ssp1	seed specific protein1
Zm00001eb053230		GRMZM2G104501	ssrp1	starch synthesis regulating protein1
Zm00001eb217200		GRMZM2G122274	ssrp2	starch synthesis regulating protein2
Zm00001eb340580		GRMZM2G047732	star1	
Zm00001eb374210	Zm00001d045054	GRMZM2G177098	stc1	sesquiterpene cyclase1
Zm00001eb388110		GRMZM2G122476	stg1	salt-tolerant gene1
Zm00001eb274390		GRMZM2G360081	stiff1	stiff stalk1
Zm00001eb080360	Zm00001d003377	GRMZM2G179268	stk2	serine-threonine kinase2
Zm00001eb192750		GRMZM2G301647	stk3	serine-threonine kinase3
Zm00001eb430600		GRMZM2G156013	stk4	serine-threonine kinase4
Zm00001eb366610		GRMZM2G334791	stk5	serine/threonine-protein kinase5
Zm00001eb056600		GRMZM2G472278	stl1	salt-tolerant locus1
Zm00001eb415710	Zm00001d024540	GRMZM2G023073	stm1	stomatin1
Zm00001eb364920		GRMZM2G170975	stmg1	stomagen-like1
Zm00001eb081120		GRMZM2G442523	stp10	sugar transport protein10
Zm00001eb159990		GRMZM2G022440	stp11	sugar transport protein11
Zm00001eb043150		GRMZM2G075229	stp12	sugar transport protein12
Zm00001eb081130		GRMZM2G442546	stp13	sugar transport protein13
Zm00001eb207680		GRMZM2G420004	stp14	sugar transport protein14
Zm00001eb244790		GRMZM2G049372	stp15	sugar transport protein15
Zm00001eb303000		GRMZM2G117146	stp17	sugar transport protein17
Zm00001eb309780		GRMZM2G160614	stp18	sugar transport protein18
Zm00001eb312640		GRMZM2G029153	stp19	sugar transport protein19
Zm00001eb008810		AC208897.3_FG004	stp2	sugar transport2
Zm00001eb047630		GRMZM2G046700	stp20	sugar transport protein20
Zm00001eb377440		GRMZM2G404965	stp21	sugar transport protein21
Zm00001eb423890		GRMZM2G079342	stp23	sugar transport protein23
Zm00001eb423910		GRMZM2G159559	stp24	sugar transport protein24
Zm00001eb000240		GRMZM2G374812	stp3	sugar transport protein3
Zm00001eb324180		GRMZM5G801949	stp4	sugar transport protein4
Zm00001eb182870		AC210616.4_FG003	stp5	sugar transport protein5
Zm00001eb081160		GRMZM5G843141	stp6	sugar transport protein6
Zm00001eb110690		GRMZM2G159187	stp8	sugar transport protein8
Zm00001eb081170		GRMZM2G061495	stp9	sugar transport protein9
Zm00001eb081170		GRMZM5G831135	stp9	sugar transport protein9
Zm00001eb016490		GRMZM5G828060	stsl1	strictosidine synthase-like1
Zm00001eb366490		GRMZM5G858593	stsl10	strictosidine synthase-like10
Zm00001eb366520		GRMZM2G338431	stsl11	strictosidine synthase-like11
Zm00001eb367510		AC234519.1_FG005	stsl12	strictosidine synthase-like12
Zm00001eb367530		AC234519.1_FG003	stsl13	strictosidine synthase-like13
Zm00001eb367560		GRMZM2G700784	stsl14	strictosidine synthase-like14
Zm00001eb367580		GRMZM2G700790	stsl15	strictosidine synthase-like15
Zm00001eb367590		GRMZM5G809262	stsl16	strictosidine synthase-like16
Zm00001eb367600		GRMZM5G806742	stsl17	strictosidine synthase-like17
Zm00001eb367620		GRMZM2G470249	stsl18	strictosidine synthase-like18
Zm00001eb367640		GRMZM2G169341	stsl19	strictosidine synthase-like19
Zm00001eb016510		GRMZM2G439988	stsl2	strictosidine synthase-like2
Zm00001eb016530		GRMZM2G421429	stsl3	strictosidine synthase-like3
Zm00001eb057400		GRMZM2G177928	stsl4	strictosidine synthase-like4
Zm00001eb109110		GRMZM2G101142	stsl5	strictosidine synthase-like5
Zm00001eb113400		GRMZM2G027001	stsl6	strictosidine synthase-like6
Zm00001eb196490		GRMZM2G055467	stsl7	strictosidine synthase-like7
Zm00001eb311430		GRMZM2G143494	stsl8	strictosidine synthase-like8
Zm00001eb311440		GRMZM2G357371	stsl9	strictosidine synthase-like9
Zm00001eb311440		GRMZM2G461279	stsl9	strictosidine synthase-like9
Zm00001eb174590	Zm00001d049753	GRMZM2G138060	su1	sugary1
Zm00001eb287400	Zm00001d038121	GRMZM2G090905	su4	sugary4
Zm00001eb299550	Zm00001d018758	GRMZM2G064799	sudh1	succinate dehydrogenase1
Zm00001eb217160	Zm00001d013526	GRMZM2G076524	sudh10	succinate dehydrogenase10
Zm00001eb018220		GRMZM2G306945	sudh11	succinate dehydrogenase11
Zm00001eb053470	Zm00001d033554	GRMZM2G146965	sudh12	succinate dehydrogenase12
Zm00001eb221180		GRMZM2G039542	sudh13	succinate dehydrogenase13
Zm00001eb044740		GRMZM2G087651	sudh14	succinate dehydrogenase14
Zm00001eb173490	Zm00001d049649	GRMZM2G302259	sudh2	succinate dehydrogenase2
Zm00001eb337870	Zm00001d008855	GRMZM2G056912	sudh3	succinate dehydrogenase3
Zm00001eb117970	Zm00001d007966	GRMZM2G079888	sudh4	succinate dehydrogenase4
Zm00001eb017710		GRMZM2G109271	sudh5	succinate dehydrogenase5
Zm00001eb017720		GRMZM2G109271	sudh5	succinate dehydrogenase5
Zm00001eb422230	Zm00001d025385	GRMZM2G398876	sudh6	succinate dehydrogenase6
Zm00001eb261270	Zm00001d035136	GRMZM2G134134	sudh7	succinate dehydrogenase7
Zm00001eb375150	Zm00001d045148	GRMZM2G023760	sudh8	succinate dehydrogenase8
	Zm00001d038502	GRMZM2G160685	sudh9	succinate dehydrogenase9
Zm00001eb159150	Zm00001d044138	GRMZM2G105604	sum1	siroheme uroporphyrinogen methyltransferase1
Zm00001eb364660	Zm00001d012042	GRMZM2G053898	sumo1a	small ubiquitin-related modifier1a
Zm00001eb364680	Zm00001d012044	GRMZM2G082390	sumo1b	small ubiquitin-related modifier1b
Zm00001eb325200	Zm00001d021886	GRMZM2G305196	sumo2	small ubiquitin-related modifier2
Zm00001eb357890	Zm00001d011308	GRMZM2G073404	sumov1	small ubiquitin-related modifier-variant1
Zm00001eb233650	Zm00001d015450	GRMZM2G109818	sun1	SUN domain protein1
Zm00001eb128110	Zm00001d040331	GRMZM2G440614	sun2	SUN domain protein2
Zm00001eb145970		GRMZM2G120262	sun3	SUN domain protein3
Zm00001eb366390	Zm00001d012240	GRMZM2G005483	sun4	SUN domain protein4
Zm00001eb357660	Zm00001d011277	AC194341.4_FG003	sun5	SUN domain protein5
Zm00001eb016290	Zm00001d029091	GRMZM2G318780	sus2	sucrose synthase2
Zm00001eb177680		GRMZM2G019574	sus5	sucrose synthase5
Zm00001eb190590		GRMZM2G045171	sus6	sucrose synthase6
Zm00001eb228780		GRMZM2G060659	sus7	sucrose synthase7
Zm00001eb005460	Zm00001d027854	GRMZM2G034302	sut1	sucrose transporter1
Zm00001eb133930	Zm00001d041192	GRMZM2G307561	sut2	sucrose transporter2
Zm00001eb048470	Zm00001d033011	GRMZM2G083248	sut3	sucrose transporter3
Zm00001eb259340	Zm00001d018527	GRMZM2G145107	sut4	sucrose transporter4
Zm00001eb244930	Zm00001d016938	GRMZM2G081589	sut5	sucrose transporter5
Zm00001eb183000	Zm00001d050873	GRMZM2G106741	sut6	sucrose transporter6
Zm00001eb402200	Zm00001d048311	GRMZM2G087901	sut7	sucrose transporter7
Zm00001eb036880	Zm00001d031647	GRMZM2G368827	sweet11a	sugars will eventually be exported transporter11
Zm00001eb317850		GRMZM5G872141	sweet11b	sugars will eventually be exported transporter11b
Zm00001eb016690	Zm00001d029135	GRMZM2G133322	sweet12a	sugars will eventually be exported transporter12a
Zm00001eb394800	Zm00001d047487	GRMZM2G099609	sweet12b	sugars will eventually be exported transporter12b
Zm00001eb408920	Zm00001d023677	GRMZM2G173669	sweet13a	sugars will eventually be exported transporter13a
Zm00001eb408900	Zm00001d023673	GRMZM2G021706	sweet13b	sugars will eventually be exported transporter13b
Zm00001eb133100	Zm00001d041067	GRMZM2G179349	sweet13c	sugars will eventually be exported transporter13c
Zm00001eb113080	Zm00001d007365	GRMZM2G094955	sweet14a	sugars will eventually be exported transporter14a
Zm00001eb170150	Zm00001d049252	GRMZM2G015976	sweet14b	sugars will eventually be exported transporter14b
Zm00001eb180830	Zm00001d050577	GRMZM2G168365	sweet15a	sugars will eventually be exported transporter15a
Zm00001eb241930	Zm00001d016590	GRMZM5G872392	sweet15b	sugars will eventually be exported transporter15b
Zm00001eb016370	Zm00001d029098	GRMZM2G107597	sweet16	sugars will eventually be exported transporter16
Zm00001eb130550	Zm00001d040656	GRMZM2G106462	sweet17a	sugars will eventually be exported transporter17a
Zm00001eb339850	Zm00001d009071	GRMZM2G111926	sweet17b	sugars will eventually be exported transporter17b
Zm00001eb145750	Zm00001d000222	GRMZM2G039365	sweet1a	sugars will eventually be exported transporter1a
Zm00001eb288410	Zm00001d038226	GRMZM2G153358	sweet1b	sugars will eventually be exported transporter1b
Zm00001eb342040	Zm00001d009365	GRMZM2G324903	sweet2	sugars will eventually be exported transporter2
Zm00001eb155660		GRMZM6G056015	sweet2a	sugars will eventually be exported transporter2a
Zm00001eb350590	Zm00001d010440	GRMZM2G179679	sweet3a	sugars will eventually be exported transporter3a
Zm00001eb119760	Zm00001d039347	GRMZM2G060974	sweet3b	sugars will eventually be exported transporter3b
Zm00001eb236760	Zm00001d015905	GRMZM2G000812	sweet4a	sugars will eventually be exported transporter4a
Zm00001eb236820	Zm00001d015914	GRMZM2G144581	sweet4b	sugars will eventually be exported transporter4b
Zm00001eb236810	Zm00001d015912	GRMZM2G137954	sweet4c	sugars will eventually be exported transporter4c
Zm00001eb161560	Zm00001d044421	GRMZM2G157675	sweet6a	sugars will eventually be exported transporter6a
Zm00001eb357800	Zm00001d011299	GRMZM2G416965	sweet6b	sugars will eventually be exported transporter6b
Zm00001eb280740	Zm00001d037346	GRMZM2G387890	syd1	splayed ATPase1
Zm00001eb280740	Zm00001d037346	GRMZM2G467799	syd1	splayed ATPase1
Zm00001eb324630		GRMZM2G700291	symrk1	symbiosis receptor-like kinase-like1
Zm00001eb246820	Zm00001d017179	GRMZM2G081955	tab2	translation chloroplast psaB mRNA2 homolog
Zm00001eb103250		GRMZM2G447987	tac1	tiller angle control1
Zm00001eb111250		GRMZM5G800754	tacs1	terminal acidic SANT 1
Zm00001eb228050	Zm00001d014785	GRMZM2G075844	tap1	translocon-associated protein homolog1
Zm00001eb281900	Zm00001d037498	GRMZM2G127160	tar1	tryptophan aminotransferase related1
Zm00001eb123040		GRMZM2G066345	tar2	tryptophan aminotransferase related2
Zm00001eb283420	Zm00001d037674	GRMZM2G141810	tar3	tryptophan aminotransferase related3
Zm00001eb113920	Zm00001d007462	GRMZM2G139813	tat1	tyrosine aminotransferase homolog1
Zm00001eb246190		GRMZM2G121115	taz3	BTB/POZ and TAZ domain-containing protein3
Zm00001eb231830		GRMZM2G139977	taz4	BTB/POZ and TAZ domain-containing protein4
Zm00001eb209230		GRMZM2G470556	taz6	BTB/POZ and TAZ domain-containing protein6
Zm00001eb145030		GRMZM5G807064	taz7	BTB/POZ and TAZ domain-containing protein7
Zm00001eb203860		GRMZM2G003663	tbn1	tassel branch number1
Zm00001eb052680	Zm00001d033472	GRMZM2G149238	tbp1	TATA-binding protein1
Zm00001eb363480	Zm00001d011918	GRMZM2G118515	tcp1	thiamine diphosphate carrier protein1
Zm00001eb142190	Zm00001d042213	GRMZM2G124911	tcp2	thiamine diphosphate carrier protein2
Zm00001eb279580	Zm00001d037221	GRMZM2G142751	tcptf10	TCP-transcription factor 10
Zm00001eb041640	Zm00001d032217	GRMZM2G166687	tcptf11	TCP-transcription factor 11
Zm00001eb408080	Zm00001d023565	GRMZM2G093895	tcptf12	TCP-transcription factor 12
Zm00001eb164370	Zm00001d048591	GRMZM2G359599	tcptf13	TCP-transcription factor 13
Zm00001eb427020	Zm00001d025896	GRMZM2G465091	tcptf14	TCP-transcription factor 14
Zm00001eb179560	Zm00001d050389	GRMZM2G060319	tcptf15	TCP-transcription factor 15
Zm00001eb248270	Zm00001d017350	GRMZM2G178603	tcptf16	TCP-transcription factor 16
	Zm00001d025250	GRMZM2G458087	tcptf17	TCP-transcription factor 17
Zm00001eb312380	Zm00001d020433	GRMZM2G064628	tcptf18	TCP-transcription factor 18
Zm00001eb103060	Zm00001d006165	AC199782.5_FG003	tcptf19	TCP-transcription factor 19
Zm00001eb200970		GRMZM2G003944	tcptf2	TCP-transcription factor 2
Zm00001eb364110	Zm00001d011985	GRMZM2G034638	tcptf20	TCP-transcription factor 20
Zm00001eb037480	Zm00001d031725	GRMZM2G107031	tcptf21	TCP-transcription factor 21
Zm00001eb185180	Zm00001d051154	GRMZM2G135461	tcptf22	TCP-transcription factor 22
Zm00001eb292690	Zm00001d038683	GRMZM2G120151	tcptf23	TCP-transcription factor 23
Zm00001eb338440	Zm00001d008919	GRMZM2G015037	tcptf24	TCP-transcription factor 24
Zm00001eb185560	Zm00001d051216	GRMZM2G078077	tcptf25	TCP-transcription factor 25
Zm00001eb254600	Zm00001d018045	GRMZM2G077755	tcptf26	TCP-transcription factor 26
Zm00001eb113670		GRMZM2G414114	tcptf27	TCP-transcription factor 27
		GRMZM2G062711	tcptf28	TCP-transcription factor 28
Zm00001eb370770	Zm00001d012725	GRMZM2G148022	tcptf29	TCP-transcription factor 29
Zm00001eb152350	Zm00001d043368	GRMZM2G166946	tcptf30	TCP-transcription factor 30
Zm00001eb139030	Zm00001d041866	GRMZM2G089638	tcptf31	TCP-transcription factor 31
		GRMZM2G031905	tcptf32	TCP-transcription factor 32
Zm00001eb120010	Zm00001d039371	AC205574.3_FG006	tcptf33	TCP-transcription factor 33
Zm00001eb120010	Zm00001d039371	GRMZM2G589470	tcptf33	TCP-transcription factor 33
	Zm00001d002818	AC234521.1_FG006	tcptf34	TCP-transcription factor 34
	Zm00001d048674	GRMZM2G055024	tcptf35	TCP-transcription factor 35
Zm00001eb421510	Zm00001d025295	GRMZM2G424261	tcptf36	TCP-transcription factor 36
	Zm00001d005763	GRMZM2G088440	tcptf37	TCP-transcription factor 37
Zm00001eb328570	Zm00001d022256	GRMZM2G180568	tcptf38	TCP-transcription factor 38
	Zm00001d049645	GRMZM2G170232	tcptf39	TCP-transcription factor 39
Zm00001eb259370	Zm00001d018530	GRMZM2G445944	tcptf4	TCP-transcription factor 4
Zm00001eb419680	Zm00001d025033	GRMZM2G096610	tcptf40	TCP-transcription factor 40
Zm00001eb091630	Zm00001d004791	GRMZM2G416524	tcptf41	TCP-transcription factor 41
Zm00001eb036400	Zm00001d031597	AC213524.3_FG003	tcptf42	TCP-transcription factor 42
Zm00001eb117560		GRMZM2G020805	tcptf43	TCP-transcription factor 43
Zm00001eb213430	Zm00001d013119	GRMZM2G089361	tcptf44	TCP-transcription factor 44
Zm00001eb059920	Zm00001d034353	GRMZM2G115516	tcptf5	TCP-transcription factor 5
Zm00001eb216630	Zm00001d013467	AC190734.2_FG003	tcptf6	TCP-transcription factor 6
Zm00001eb353030	Zm00001d010730	GRMZM2G035944	tcptf7	TCP-transcription factor 7
Zm00001eb142960	Zm00001d042305	GRMZM2G092214	tcptf8	TCP-transcription factor 8
Zm00001eb372490	Zm00001d044836	GRMZM2G113888	tcptf9	TCP-transcription factor 9
Zm00001eb178220	Zm00001d050200	GRMZM2G016145	tcrr1	transfer cell response regulator1
Zm00001eb042960		GRMZM2G090264	tcrr2	transfer cell response regulator2
Zm00001eb229550	Zm00001d014954	GRMZM2G075624	tct1	translationally controlled tumor1
Zm00001eb228140	Zm00001d014793	GRMZM2G300133	td1	thick tassel dwarf1
Zm00001eb416700		GRMZM2G021277	tdc1	tryptophan decarboxylase1
Zm00001eb173020		AC196412.3_FG001	tdc2	tryptophan decarboxylase2
Zm00001eb416690		GRMZM2G021388	tdc3	tryptophan decarboxylasee3
Zm00001eb166090		GRMZM2G441632	tdc4	tryptophan decarboxylase4
Zm00001eb261800		GRMZM2G442170	tdm1	three division mutant1
Zm00001eb103750		GRMZM2G050268	tdml1	TDM1-like 1
Zm00001eb332020		GRMZM2G000825	tdml2	TDM1-like 2
Zm00001eb323120		GRMZM2G080174	tdp1	tyrosyl-DNA phosphodiesterase1
Zm00001eb084530		GRMZM2G069856	tdp2	tyrosyl-DNA phosphodiesterase2
Zm00001eb131550	Zm00001d040798	GRMZM2G055458	tdpk1	thiamin diphosphokinase1
Zm00001eb285500	Zm00001d037916	GRMZM5G864815	tdpk2	thiamin diphosphokinase2
Zm00001eb224090		GRMZM2G390678	tdr1	teosinte drive responder1
Zm00001eb297040	Zm00001d039135	GRMZM2G321778	tdy1	tie-dyed1
Zm00001eb259590	Zm00001d018565	GRMZM5G840560	tdy2	tie-dyed2
Zm00001eb259600	Zm00001d018565	GRMZM5G840560	tdy2	tie-dyed2
Zm00001eb259610	Zm00001d018565	GRMZM5G840560	tdy2	tie-dyed2
Zm00001eb259620	Zm00001d018565	GRMZM5G840560	tdy2	tie-dyed2
Zm00001eb144140	Zm00001d042445	GRMZM2G085113	te1	terminal ear1
Zm00001eb246300	Zm00001d017114	GRMZM2G144166	tel2	telomere maintenance2
Zm00001eb175630	Zm00001d049888	GRMZM2G078283	tena1	thiaminase1
Zm00001eb038600	Zm00001d031854	GRMZM2G148896	tena2	thiaminase2
Zm00001eb396140	Zm00001d047640	GRMZM2G080501	tena3	thiaminase3
Zm00001eb076570		GRMZM2G127581	tfcb1	tubulin-folding cofactor B1
Zm00001eb233200		GRMZM2G060857	tfce1	tubulin-folding cofactor E1
Zm00001eb401050	Zm00001d048180	GRMZM2G017831	tfIIB1	transcription initiation factor1
Zm00001eb294660		GRMZM2G476357	tfIIB2	Plant-specific TFIIB-related protein 2
Zm00001eb175150	Zm00001d049822	GRMZM2G101511	tga1	teosinte glume architecture1
Zm00001eb012580	Zm00001d028653	GRMZM2G044027	tgd1	dTDP-glucose dehydratase homolog csu219
Zm00001eb203780		GRMZM2G165179	tgl1	triacylglycerol lipase1
Zm00001eb424930	Zm00001d025689	GRMZM2G025054	tgz15a	transglutaminase15a
Zm00001eb079590	Zm00001d003291	GRMZM2G045005	tgz21	transglutaminase21
Zm00001eb130760	Zm00001d040686	GRMZM5G880102	tha1	thylakoid assembly1
Zm00001eb051040	Zm00001d033317	GRMZM2G472651	tha4	thylakoid assembly4
Zm00001eb375110	Zm00001d045144	GRMZM2G300408	tha5	thylakoid assembly5
Zm00001eb336080	Zm00001d008641	AC217965.2_FG012	tha8	thylakoid assembly8
Zm00001eb218840	Zm00001d013706	GRMZM2G128454	tha9	thylakoid assembly 9
Zm00001eb356910	Zm00001d011183	GRMZM2G018375	thi1	thiamine biosynthesis1
Zm00001eb159850	Zm00001d044228	GRMZM2G074097	thi2	thiamine biosynthesis2
Zm00001eb138710	Zm00001d041829	GRMZM2G401934	thi3	thiamine synthesis3
Zm00001eb051950	Zm00001d033383	GRMZM2G027663	thic1	hydroxymethylpyrimidine phosphate synthase1
Zm00001eb341310	Zm00001d009264	GRMZM2G094558	thim1	thiamin thiazole kinase M1
Zm00001eb404410		GRMZM5G827026	thkl1	thick aleurone-like1
Zm00001eb033060	Zm00001d031212	GRMZM2G085474	thl1	thiolase1
Zm00001eb001480	Zm00001d027400	GRMZM2G473389	tho1	THO complex subunit 7B-like1
Zm00001eb156020	Zm00001d043780	GRMZM2G050570	thr1	threonine synthase1
Zm00001eb294790		GRMZM2G179797	thr2	threonine synthase 2
Zm00001eb284240		AC234575.1_FG003	thr3	threonine synthase3
Zm00001eb295700	Zm00001d038994	GRMZM2G157219	thx1	Trihelix-transcription factor 1
Zm00001eb430350	Zm00001d026245	GRMZM2G415229	thx10	Trihelix-transcription factor 10
Zm00001eb206430		GRMZM2G000964	thx11	Trihelix-transcription factor 11
Zm00001eb075250	Zm00001d002801	GRMZM2G016649	thx12	Trihelix-transcription factor 12
Zm00001eb234620	Zm00001d015605	GRMZM2G134439	thx13	Trihelix-transcription factor 13
Zm00001eb360120	Zm00001d011571	GRMZM2G163157	thx14	Trihelix-transcription factor 14
Zm00001eb081720	Zm00001d003549	GRMZM2G021831	thx15	Trihelix-transcription factor 15
Zm00001eb186200	Zm00001d051316	GRMZM2G063203	thx16	Trihelix-transcription factor 16
Zm00001eb157080	Zm00001d043902	GRMZM2G080583	thx17	Trihelix-transcription factor 17
Zm00001eb000880	Zm00001d027335	GRMZM2G314660	thx18	Trihelix-transcription factor 18
Zm00001eb220250	Zm00001d013849	GRMZM2G414159	thx19	Trihelix-transcription factor 19
Zm00001eb423330	Zm00001d025514	GRMZM2G392168	thx2	Trihelix-transcription factor 2
Zm00001eb248900	Zm00001d017420	GRMZM2G169580	thx20	Trihelix-transcription factor 20
Zm00001eb209880	Zm00001d054080	GRMZM2G037128	thx21	Trihelix-transcription factor 21
Zm00001eb229400	Zm00001d014938	GRMZM2G111760	thx22	Trihelix-transcription factor 22
Zm00001eb071780	Zm00001d002424	GRMZM2G156348	thx23	Trihelix-transcription factor 23
Zm00001eb244400	Zm00001d016876	GRMZM2G380094	thx24	Trihelix-transcription factor 24
Zm00001eb425230	Zm00001d025720	GRMZM2G047370	thx25	Trihelix-transcription factor 25
Zm00001eb084300	Zm00001d003836	GRMZM2G002978	thx26	Trihelix-transcription factor 26
Zm00001eb148360	Zm00001d042917	AC209784.3_FG011	thx27	Trihelix-transcription factor 27
Zm00001eb148370	Zm00001d042917	AC209784.3_FG011	thx27	Trihelix-transcription factor 27
Zm00001eb390910	Zm00001d000045	GRMZM2G428470	thx28	Trihelix-transcription factor 28
Zm00001eb395650	Zm00001d047589	GRMZM2G326783	thx29	Trihelix-transcription factor 29
Zm00001eb199110	Zm00001d052798	GRMZM5G850092	thx3	Trihelix-transcription factor 3
Zm00001eb142600		GRMZM2G031493	thx30	Trihelix-transcription factor 30
Zm00001eb427790	Zm00001d025982	GRMZM2G427087	thx31	Trihelix-transcription factor 31
Zm00001eb075080	Zm00001d002782	GRMZM2G320827	thx32	Trihelix-transcription factor 32
Zm00001eb421380	Zm00001d025275	GRMZM2G149590	thx33	Trihelix-transcription factor 33
Zm00001eb180800	Zm00001d050583	GRMZM2G162840	thx34	Trihelix-transcription factor 34
Zm00001eb066770	Zm00001d001894	GRMZM2G081445	thx35	Trihelix-transcription factor 35
Zm00001eb065500	Zm00001d034953	GRMZM2G476752	thx36	Trihelix-transcription factor 36
Zm00001eb233350	Zm00001d015412	GRMZM2G334722	thx37	Trihelix-transcription factor 37
Zm00001eb202410	Zm00001d053178	GRMZM2G126148	thx38	Trihelix-transcription factor 38
Zm00001eb407690		GRMZM2G301122	thx39	Trihelix-transcription factor 39
Zm00001eb023870	Zm00001d029974	GRMZM2G481163	thx4	Trihelix-transcription factor 4
Zm00001eb181760	Zm00001d050698	GRMZM2G469873	thx40	Trihelix-transcription factor 40
Zm00001eb130740	Zm00001d040682	GRMZM5G818655	thx41	Trihelix-transcription factor 41
Zm00001eb243260	Zm00001d016755	GRMZM2G037823	thx42	Trihelix-transcription factor 42
Zm00001eb415630		GRMZM2G110145	thx43	Trihelix-transcription factor 43
Zm00001eb172230	Zm00001d049510	GRMZM2G122277	thx44	Trihelix-transcription factor 44
Zm00001eb242030		GRMZM2G084684	thx45	Trihelix-transcription factor 45
Zm00001eb104640		GRMZM2G153575	thx46	Trihelix-transcription factor 46
Zm00001eb340550		GRMZM2G305362	thx47	Trihelix-transcription factor 47
Zm00001eb320470		GRMZM2G375307	thx48	Trihelix-transcription factor 48
Zm00001eb353260		GRMZM2G179274	thx49	Trihelix-transcription factor 49
Zm00001eb265100	Zm00001d035457	GRMZM2G016637	thx5	Trihelix-transcription factor 5
Zm00001eb251890		GRMZM2G325038	thx50	Trihelix-transcription factor 50
Zm00001eb396910		AC206223.3_FG007	thx52	Trihelix-transcription factor 52
Zm00001eb084860		GRMZM2G436533	thx56	Trihelix-transcription factor 56
Zm00001eb129190		GRMZM2G310465	thx57	Trihelix-transcription factor 57
Zm00001eb129200		GRMZM2G310465	thx57	Trihelix-transcription factor 57
Zm00001eb092040		AC190961.3_FG003	thx59	Trihelix-transcription factor 59
Zm00001eb092040		GRMZM2G134223	thx59	Trihelix-transcription factor 59
Zm00001eb361590	Zm00001d011730	GRMZM2G339957	thx6	Trihelix-transcription factor 6
Zm00001eb043580		GRMZM2G029888	thx60	Trihelix-transcription factor 60
Zm00001eb043580		GRMZM6G332242	thx60	Trihelix-transcription factor 60
Zm00001eb013580		AC196161.3_FG002	thx61	Trihelix-transcription factor 61
Zm00001eb013590		GRMZM2G452695	thx64	Trihelix-transcription factor 64
	Zm00001d030350	GRMZM2G023119	thx7	Trihelix-transcription factor 7
Zm00001eb033570	Zm00001d031266	GRMZM2G379179	thx8	Trihelix-transcription factor 8
	Zm00001d031391	GRMZM2G037493	thx9	Trihelix-transcription factor 9
Zm00001eb408580		GRMZM2G102662	thy1	tryptophan 5-hydroxylase1
Zm00001eb173330		GRMZM2G007587	TIDP2650	
Zm00001eb301310		GRMZM2G070807	TIDP2658	
Zm00001eb367650		GRMZM2G169329	TIDP2662	
Zm00001eb100550		GRMZM2G134430	TIDP2671	
Zm00001eb063670		GRMZM2G366681	TIDP2672	
Zm00001eb147990		GRMZM2G178533	TIDP2673	
Zm00001eb036950		GRMZM2G138425	TIDP2682	
Zm00001eb320300		GRMZM2G114704	TIDP2691	
Zm00001eb205050		GRMZM2G111886	TIDP2694	
Zm00001eb200130		GRMZM2G080519	TIDP2703	
Zm00001eb295590		GRMZM2G150264	TIDP2711	
Zm00001eb353650		GRMZM2G082707	TIDP2716	
Zm00001eb297070		GRMZM2G163888	TIDP2736	
Zm00001eb398970		GRMZM2G175642	TIDP2744	
		AC190544.2_FG004	TIDP2747	
		GRMZM2G072493	TIDP2747	
Zm00001eb397940		GRMZM2G479260	TIDP2749	
Zm00001eb270040		GRMZM2G073023	TIDP2751	
		GRMZM5G834532	TIDP2758	
Zm00001eb111740		GRMZM2G395244	TIDP2761	
Zm00001eb381290		GRMZM2G070603	TIDP2769	
Zm00001eb022120		GRMZM2G003076	TIDP2770	
Zm00001eb278930		GRMZM2G134389	TIDP2772	
		GRMZM2G587231	TIDP2773	
Zm00001eb116950		GRMZM2G367206	TIDP2776	
Zm00001eb388670		GRMZM2G086841	TIDP2779	
Zm00001eb127710		GRMZM2G402977	TIDP2786	
Zm00001eb323070		GRMZM2G357631	TIDP2788	
Zm00001eb166710		GRMZM5G835213	TIDP2802	
Zm00001eb064810		GRMZM2G123527	TIDP2811	
Zm00001eb013700		GRMZM2G007206	TIDP2814	
Zm00001eb170930		GRMZM2G147726	TIDP2846	
Zm00001eb155980		GRMZM2G466139	TIDP2877	
Zm00001eb158300		GRMZM2G087150	TIDP2878	
Zm00001eb392530		GRMZM2G154029	TIDP2890	
Zm00001eb018570		GRMZM2G017670	TIDP2891	
Zm00001eb306910		GRMZM2G055255	TIDP2895	
Zm00001eb379100		GRMZM2G051890	TIDP2896	
Zm00001eb077340		GRMZM2G118992	TIDP2900	
Zm00001eb388210		GRMZM2G041068	TIDP2910	
Zm00001eb301000		GRMZM2G312839	TIDP2919	
Zm00001eb194970		GRMZM2G111632	TIDP2929	
Zm00001eb403920		GRMZM2G106263	TIDP2930	
Zm00001eb393120		GRMZM2G124317	TIDP2933	
Zm00001eb275260		GRMZM2G169333	TIDP2935	
Zm00001eb168430		GRMZM2G139533	TIDP2941	
Zm00001eb047510		GRMZM2G038833	TIDP2957	
Zm00001eb063620		GRMZM2G057973	TIDP2958	
Zm00001eb289240		GRMZM2G110141	TIDP2966	
Zm00001eb374990		GRMZM2G047138	TIDP2976	
Zm00001eb272890		GRMZM2G161493	TIDP2982	
Zm00001eb297270		GRMZM2G172274	TIDP2987	
